VoiceMOS2023Track3-CMGAN_snr-2_babble_TMHINT_b2_21_02,1.1428571428571428
VoiceMOS2023Track3-CMGAN_snr-2_babble_TMHINT_b2_22_06,1.3333333333333333
VoiceMOS2023Track3-CMGAN_snr-2_babble_TMHINT_b2_22_09,1.2
VoiceMOS2023Track3-CMGAN_snr-2_babble_TMHINT_b2_23_03,1.0
VoiceMOS2023Track3-CMGAN_snr-2_babble_TMHINT_b2_23_08,1.8
VoiceMOS2023Track3-CMGAN_snr-2_babble_TMHINT_b2_24_07,2.0
VoiceMOS2023Track3-CMGAN_snr-2_babble_TMHINT_b2_26_09,2.0
VoiceMOS2023Track3-CMGAN_snr-2_babble_TMHINT_b2_30_08,1.6
VoiceMOS2023Track3-CMGAN_snr-2_babble_TMHINT_b2_30_09,2.2
VoiceMOS2023Track3-CMGAN_snr-2_babble_TMHINT_b2_31_03,1.0
VoiceMOS2023Track3-CMGAN_snr-2_babble_TMHINT_b2_31_10,1.1666666666666667
VoiceMOS2023Track3-CMGAN_snr-2_babble_TMHINT_b2_32_02,1.2
VoiceMOS2023Track3-CMGAN_snr-2_babble_TMHINT_g4_21_02,1.5
VoiceMOS2023Track3-CMGAN_snr-2_babble_TMHINT_g4_24_05,1.1428571428571428
VoiceMOS2023Track3-CMGAN_snr-2_babble_TMHINT_g4_24_06,1.5
VoiceMOS2023Track3-CMGAN_snr-2_babble_TMHINT_g4_25_05,1.8
VoiceMOS2023Track3-CMGAN_snr-2_babble_TMHINT_g4_26_07,1.5
VoiceMOS2023Track3-CMGAN_snr-2_babble_TMHINT_g4_28_06,1.5
VoiceMOS2023Track3-CMGAN_snr-2_babble_TMHINT_g4_32_02,1.1666666666666667
VoiceMOS2023Track3-CMGAN_snr-2_babble_TMHINT_g4_32_09,2.142857142857143
VoiceMOS2023Track3-CMGAN_snr-2_pink_TMHINT_b2_23_06,2.4285714285714284
VoiceMOS2023Track3-CMGAN_snr-2_pink_TMHINT_b2_23_10,2.8
VoiceMOS2023Track3-CMGAN_snr-2_pink_TMHINT_b2_28_09,2.0
VoiceMOS2023Track3-CMGAN_snr-2_pink_TMHINT_b2_29_02,3.1666666666666665
VoiceMOS2023Track3-CMGAN_snr-2_pink_TMHINT_b2_32_05,3.0
VoiceMOS2023Track3-CMGAN_snr-2_pink_TMHINT_b2_32_10,2.4
VoiceMOS2023Track3-CMGAN_snr-2_pink_TMHINT_g4_21_01,4.571428571428571
VoiceMOS2023Track3-CMGAN_snr-2_pink_TMHINT_g4_22_01,4.0
VoiceMOS2023Track3-CMGAN_snr-2_pink_TMHINT_g4_22_08,3.4
VoiceMOS2023Track3-CMGAN_snr-2_pink_TMHINT_g4_23_09,3.8
VoiceMOS2023Track3-CMGAN_snr-2_pink_TMHINT_g4_24_02,4.0
VoiceMOS2023Track3-CMGAN_snr-2_pink_TMHINT_g4_24_04,4.5
VoiceMOS2023Track3-CMGAN_snr-2_pink_TMHINT_g4_24_10,4.428571428571429
VoiceMOS2023Track3-CMGAN_snr-2_pink_TMHINT_g4_27_05,4.0
VoiceMOS2023Track3-CMGAN_snr-2_pink_TMHINT_g4_27_06,2.5
VoiceMOS2023Track3-CMGAN_snr-2_pink_TMHINT_g4_29_05,4.5
VoiceMOS2023Track3-CMGAN_snr-2_pink_TMHINT_g4_29_08,2.8
VoiceMOS2023Track3-CMGAN_snr-2_pink_TMHINT_g4_29_09,3.5
VoiceMOS2023Track3-CMGAN_snr-2_pink_TMHINT_g4_31_05,4.5
VoiceMOS2023Track3-CMGAN_snr-2_pink_TMHINT_g4_32_07,4.25
VoiceMOS2023Track3-CMGAN_snr-2_street_TMHINT_b2_21_03,3.8
VoiceMOS2023Track3-CMGAN_snr-2_street_TMHINT_b2_21_07,2.6666666666666665
VoiceMOS2023Track3-CMGAN_snr-2_street_TMHINT_b2_22_08,4.6
VoiceMOS2023Track3-CMGAN_snr-2_street_TMHINT_b2_23_05,3.0
VoiceMOS2023Track3-CMGAN_snr-2_street_TMHINT_b2_25_03,3.5
VoiceMOS2023Track3-CMGAN_snr-2_street_TMHINT_b2_27_03,3.4
VoiceMOS2023Track3-CMGAN_snr-2_street_TMHINT_b2_28_08,3.0
VoiceMOS2023Track3-CMGAN_snr-2_street_TMHINT_b2_30_07,2.25
VoiceMOS2023Track3-CMGAN_snr-2_street_TMHINT_b2_30_09,4.142857142857143
VoiceMOS2023Track3-CMGAN_snr-2_street_TMHINT_b2_30_10,4.25
VoiceMOS2023Track3-CMGAN_snr-2_street_TMHINT_b2_31_09,3.1666666666666665
VoiceMOS2023Track3-CMGAN_snr-2_street_TMHINT_b2_32_06,3.5
VoiceMOS2023Track3-CMGAN_snr-2_street_TMHINT_g4_26_01,4.4
VoiceMOS2023Track3-CMGAN_snr-2_street_TMHINT_g4_26_08,4.2
VoiceMOS2023Track3-CMGAN_snr-2_street_TMHINT_g4_27_03,3.2857142857142856
VoiceMOS2023Track3-CMGAN_snr-2_street_TMHINT_g4_28_02,3.5
VoiceMOS2023Track3-CMGAN_snr-2_street_TMHINT_g4_28_05,2.25
VoiceMOS2023Track3-CMGAN_snr-2_street_TMHINT_g4_29_06,3.8
